year,stateTerritory,ibraRegion,forest2018Status,forest2013Status,capadStatus,speciesName,occurrenceCount
2020,New South Wales,Murray Darling Depression,non-forest,non-forest,not protected,Felis catus,1
2020,New South Wales,NSW North Coast,forest,forest,PA,Felis catus,23
2020,New South Wales,NSW North Coast,forest,forest,not protected,Felis catus,21
2020,New South Wales,NSW North Coast,forest,non-forest,PA,Felis catus,9
2020,New South Wales,NSW North Coast,non-forest,forest,PA,Felis catus,2
2020,New South Wales,NSW North Coast,non-forest,forest,not protected,Felis catus,31
2020,New South Wales,NSW North Coast,non-forest,non-forest,PA,Felis catus,3
2020,New South Wales,NSW North Coast,non-forest,non-forest,not protected,Felis catus,7
2020,New South Wales,NSW South Western Slopes,forest,forest,PA,Felis catus,2
2020,New South Wales,NSW South Western Slopes,forest,non-forest,PA,Felis catus,1
2020,New South Wales,NSW South Western Slopes,forest,non-forest,not protected,Felis catus,1
2020,New South Wales,NSW South Western Slopes,non-forest,non-forest,not protected,Felis catus,2
2020,New South Wales,Nandewar,forest,forest,PA,Felis catus,1
2020,New South Wales,Nandewar,non-forest,non-forest,not protected,Felis catus,1
2020,New South Wales,New England Tablelands,forest,forest,IPA,Felis catus,3
2020,New South Wales,New England Tablelands,forest,forest,PA,Felis catus,21
2020,New South Wales,New England Tablelands,forest,forest,not protected,Felis catus,1
2020,New South Wales,New England Tablelands,non-forest,non-forest,not protected,Felis catus,1
2020,New South Wales,South East Corner,forest,forest,PA,Felis catus,15
2020,New South Wales,South East Corner,forest,forest,not protected,Felis catus,7
2020,New South Wales,South East Corner,non-forest,forest,PA,Felis catus,1
2020,New South Wales,South East Corner,non-forest,forest,not protected,Felis catus,1
2020,New South Wales,South Eastern Highlands,forest,forest,PA,Felis catus,31
2020,New South Wales,South Eastern Highlands,forest,forest,not protected,Felis catus,3
2020,New South Wales,South Eastern Highlands,forest,non-forest,PA,Felis catus,3
2020,New South Wales,South Eastern Highlands,forest,non-forest,not protected,Felis catus,1
2020,New South Wales,South Eastern Highlands,non-forest,forest,PA,Felis catus,1
2020,New South Wales,South Eastern Highlands,non-forest,non-forest,not protected,Felis catus,3
2020,New South Wales,South Eastern Queensland,forest,forest,PA,Felis catus,2
2020,New South Wales,South Eastern Queensland,forest,forest,not protected,Felis catus,1
2020,New South Wales,South Eastern Queensland,forest,non-forest,not protected,Felis catus,1
2020,New South Wales,South Eastern Queensland,non-forest,non-forest,not protected,Felis catus,2
2020,New South Wales,Sydney Basin,forest,forest,PA,Felis catus,19
2020,New South Wales,Sydney Basin,forest,forest,not protected,Felis catus,47
2020,New South Wales,Sydney Basin,forest,non-forest,PA,Felis catus,1
2020,New South Wales,Sydney Basin,forest,non-forest,not protected,Felis catus,5
2020,New South Wales,Sydney Basin,non-forest,forest,not protected,Felis catus,4
2020,New South Wales,Sydney Basin,non-forest,non-forest,not protected,Felis catus,18
2020,Queensland,Brigalow Belt South,non-forest,non-forest,not protected,Felis catus,2
2020,Queensland,Einasleigh Uplands,forest,forest,PA,Felis catus,1
2020,Queensland,Einasleigh Uplands,non-forest,non-forest,not protected,Felis catus,1
2020,Queensland,South Eastern Queensland,forest,forest,PA,Felis catus,2
2020,Queensland,South Eastern Queensland,forest,forest,not protected,Felis catus,2
2020,Queensland,South Eastern Queensland,non-forest,forest,not protected,Felis catus,1
2020,Queensland,South Eastern Queensland,non-forest,non-forest,not protected,Felis catus,3
2020,Queensland,Wet Tropics,forest,non-forest,PA,Felis catus,1
2020,Queensland,Wet Tropics,non-forest,non-forest,not protected,Felis catus,1
2020,South Australia,Broken Hill Complex,non-forest,non-forest,PA,Felis catus,1
2020,South Australia,Broken Hill Complex,non-forest,non-forest,not protected,Felis catus,1
2020,South Australia,Eyre Yorke Block,non-forest,non-forest,PA,Felis catus,2
2020,South Australia,Eyre Yorke Block,non-forest,non-forest,not protected,Felis catus,1
2020,South Australia,Flinders Lofty Block,non-forest,non-forest,not protected,Felis catus,1
2020,South Australia,Gawler,non-forest,non-forest,PA,Felis catus,21
2020,South Australia,Great Victoria Desert,non-forest,non-forest,PA,Felis catus,1
2020,South Australia,Kanmantoo,forest,forest,PA,Felis catus,127
2020,South Australia,Kanmantoo,forest,forest,not protected,Felis catus,25
2020,South Australia,Kanmantoo,forest,non-forest,PA,Felis catus,97
2020,South Australia,Kanmantoo,forest,non-forest,not protected,Felis catus,17
2020,South Australia,Kanmantoo,non-forest,forest,PA,Felis catus,78
2020,South Australia,Kanmantoo,non-forest,forest,not protected,Felis catus,3
2020,South Australia,Kanmantoo,non-forest,non-forest,PA,Felis catus,140
2020,South Australia,Kanmantoo,non-forest,non-forest,not protected,Felis catus,96
2020,South Australia,Murray Darling Depression,forest,non-forest,not protected,Felis catus,1
2020,South Australia,Murray Darling Depression,non-forest,non-forest,not protected,Felis catus,1
2020,Tasmania,Furneaux,non-forest,non-forest,PA,Felis catus,1
2020,Tasmania,King,non-forest,non-forest,not protected,Felis catus,1
2020,Tasmania,Tasmanian Northern Midlands,non-forest,non-forest,not protected,Felis catus,1
2020,Victoria,South East Coastal Plain,non-forest,non-forest,not protected,Felis catus,1
2020,Victoria,South East Corner,forest,forest,not protected,Felis catus,1
2020,Victoria,South Eastern Highlands,forest,forest,PA,Felis catus,1
2020,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,2
2020,Victoria,South Eastern Highlands,non-forest,forest,not protected,Felis catus,2
2020,Victoria,Victorian Midlands,forest,forest,not protected,Felis catus,1
2020,Western Australia,Dampierland,non-forest,non-forest,not protected,Felis catus,1
2020,Western Australia,Swan Coastal Plain,forest,non-forest,not protected,Felis catus,1
2020,Western Australia,Warren,forest,forest,not protected,Felis catus,3
2020,Victoria,Australian Alps,forest,forest,PA,Felis catus,4
2020,Victoria,Australian Alps,forest,forest,not protected,Felis catus,35
2020,Victoria,Australian Alps,non-forest,forest,not protected,Felis catus,2
2020,Victoria,Australian Alps,non-forest,non-forest,PA,Felis catus,1
2020,Victoria,Australian Alps,non-forest,non-forest,not protected,Felis catus,11
2020,Victoria,South East Coastal Plain,non-forest,non-forest,not protected,Felis catus,2
2020,Victoria,South East Corner,forest,forest,not protected,Felis catus,1
2020,Victoria,South Eastern Highlands,forest,forest,PA,Felis catus,6
2020,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,17
2020,Victoria,Southern Volcanic Plain,non-forest,non-forest,not protected,Felis catus,1
2020,Victoria,Victorian Midlands,non-forest,forest,not protected,Felis catus,1
2020,Victoria,Australian Alps,forest,forest,PA,Felis catus,2
2020,Victoria,Australian Alps,forest,forest,not protected,Felis catus,41
2020,Victoria,Australian Alps,forest,non-forest,not protected,Felis catus,1
2020,Victoria,Australian Alps,non-forest,forest,PA,Felis catus,1
2020,Victoria,Australian Alps,non-forest,forest,not protected,Felis catus,1
2020,Victoria,Australian Alps,non-forest,non-forest,PA,Felis catus,1
2020,Victoria,Australian Alps,non-forest,non-forest,not protected,Felis catus,4
2020,Victoria,Murray Darling Depression,forest,non-forest,not protected,Felis catus,1
2020,Victoria,Riverina,forest,forest,PA,Felis catus,4
2020,Victoria,Riverina,forest,non-forest,PA,Felis catus,2
2020,Victoria,Riverina,non-forest,non-forest,not protected,Felis catus,1
2020,Victoria,South East Coastal Plain,forest,forest,PA,Felis catus,4
2020,Victoria,South East Coastal Plain,forest,non-forest,PA,Felis catus,2
2020,Victoria,South East Coastal Plain,forest,non-forest,not protected,Felis catus,2
2020,Victoria,South East Coastal Plain,non-forest,non-forest,PA,Felis catus,1
2020,Victoria,South East Coastal Plain,non-forest,non-forest,not protected,Felis catus,3
2020,Victoria,South East Corner,forest,forest,PA,Felis catus,26
2020,Victoria,South East Corner,forest,forest,not protected,Felis catus,55
2020,Victoria,South East Corner,forest,non-forest,PA,Felis catus,4
2020,Victoria,South East Corner,forest,non-forest,not protected,Felis catus,1
2020,Victoria,South East Corner,non-forest,non-forest,PA,Felis catus,2
2020,Victoria,South Eastern Highlands,forest,forest,PA,Felis catus,9
2020,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,59
2020,Victoria,South Eastern Highlands,forest,non-forest,PA,Felis catus,3
2020,Victoria,South Eastern Highlands,non-forest,forest,PA,Felis catus,1
2020,Victoria,South Eastern Highlands,non-forest,forest,not protected,Felis catus,1
2020,Victoria,South Eastern Highlands,non-forest,non-forest,PA,Felis catus,1
2020,Victoria,South Eastern Highlands,non-forest,non-forest,not protected,Felis catus,1
2020,Victoria,Southern Volcanic Plain,forest,non-forest,PA,Felis catus,1
2020,Victoria,Southern Volcanic Plain,non-forest,non-forest,not protected,Felis catus,3
2020,Victoria,Victorian Midlands,forest,forest,PA,Felis catus,284
2020,Victoria,Victorian Midlands,forest,forest,not protected,Felis catus,25
2020,Victoria,Victorian Midlands,forest,non-forest,PA,Felis catus,1
2020,Victoria,Victorian Midlands,forest,non-forest,not protected,Felis catus,1
2020,Victoria,Victorian Midlands,non-forest,non-forest,not protected,Felis catus,3
2021,Australian Capital Territory,South Eastern Highlands,non-forest,forest,PA,Felis catus,1
2021,Australian Capital Territory,South Eastern Highlands,non-forest,forest,not protected,Felis catus,1
2021,Australian Capital Territory,South Eastern Highlands,non-forest,non-forest,not protected,Felis catus,3
2021,New South Wales,Australian Alps,forest,forest,PA,Felis catus,39
2021,New South Wales,Australian Alps,forest,forest,not protected,Felis catus,1
2021,New South Wales,Australian Alps,forest,non-forest,PA,Felis catus,9
2021,New South Wales,Australian Alps,non-forest,forest,PA,Felis catus,2
2021,New South Wales,Australian Alps,non-forest,non-forest,PA,Felis catus,1
2021,New South Wales,Brigalow Belt South,forest,forest,PA,Felis catus,88
2021,New South Wales,Brigalow Belt South,forest,forest,not protected,Felis catus,26
2021,New South Wales,Brigalow Belt South,forest,non-forest,not protected,Felis catus,20
2021,New South Wales,Brigalow Belt South,non-forest,forest,not protected,Felis catus,9
2021,New South Wales,Brigalow Belt South,non-forest,non-forest,not protected,Felis catus,15
2021,New South Wales,Darling Riverine Plains,forest,forest,not protected,Felis catus,1
2021,New South Wales,NSW North Coast,forest,forest,PA,Felis catus,48
2021,New South Wales,NSW North Coast,forest,forest,not protected,Felis catus,5
2021,New South Wales,NSW North Coast,forest,non-forest,PA,Felis catus,2
2021,New South Wales,NSW North Coast,forest,non-forest,not protected,Felis catus,1
2021,New South Wales,NSW North Coast,non-forest,forest,PA,Felis catus,1
2021,New South Wales,NSW North Coast,non-forest,forest,not protected,Felis catus,4
2021,New South Wales,NSW North Coast,non-forest,non-forest,not protected,Felis catus,2
2021,New South Wales,NSW South Western Slopes,forest,forest,PA,Felis catus,2
2021,New South Wales,NSW South Western Slopes,non-forest,non-forest,not protected,Felis catus,4
2021,New South Wales,Nandewar,forest,forest,not protected,Felis catus,1
2021,New South Wales,Nandewar,non-forest,forest,not protected,Felis catus,1
2021,New South Wales,Nandewar,non-forest,non-forest,not protected,Felis catus,1
2021,New South Wales,New England Tablelands,forest,forest,PA,Felis catus,10
2021,New South Wales,New England Tablelands,forest,non-forest,PA,Felis catus,1
2021,New South Wales,New England Tablelands,forest,non-forest,not protected,Felis catus,1
2021,New South Wales,New England Tablelands,non-forest,forest,PA,Felis catus,1
2021,New South Wales,Riverina,non-forest,non-forest,PA,Felis catus,1
2021,New South Wales,South East Corner,forest,forest,PA,Felis catus,60
2021,New South Wales,South East Corner,forest,forest,not protected,Felis catus,27
2021,New South Wales,South East Corner,forest,non-forest,PA,Felis catus,1
2021,New South Wales,South East Corner,non-forest,forest,not protected,Felis catus,1
2021,New South Wales,South Eastern Highlands,forest,forest,PA,Felis catus,31
2021,New South Wales,South Eastern Highlands,forest,forest,not protected,Felis catus,3
2021,New South Wales,South Eastern Highlands,forest,non-forest,PA,Felis catus,2
2021,New South Wales,South Eastern Highlands,non-forest,forest,not protected,Felis catus,1
2021,New South Wales,South Eastern Highlands,non-forest,non-forest,PA,Felis catus,3
2021,New South Wales,South Eastern Highlands,non-forest,non-forest,not protected,Felis catus,4
2021,New South Wales,South Eastern Queensland,forest,forest,PA,Felis catus,5
2021,New South Wales,South Eastern Queensland,non-forest,non-forest,not protected,Felis catus,1
2021,New South Wales,Sydney Basin,forest,forest,PA,Felis catus,11
2021,New South Wales,Sydney Basin,forest,forest,not protected,Felis catus,8
2021,New South Wales,Sydney Basin,forest,non-forest,not protected,Felis catus,8
2021,New South Wales,Sydney Basin,non-forest,forest,not protected,Felis catus,6
2021,New South Wales,Sydney Basin,non-forest,non-forest,not protected,Felis catus,25
2021,Northern Territory,Daly Basin,forest,non-forest,not protected,Felis catus,1
2021,Queensland,Brigalow Belt South,forest,forest,PA,Felis catus,1
2021,Queensland,Brigalow Belt South,non-forest,forest,not protected,Felis catus,1
2021,Queensland,Brigalow Belt South,non-forest,non-forest,not protected,Felis catus,2
2021,Queensland,Einasleigh Uplands,forest,forest,not protected,Felis catus,1
2021,Queensland,South Eastern Queensland,forest,forest,PA,Felis catus,4
2021,Queensland,South Eastern Queensland,forest,forest,not protected,Felis catus,6
2021,Queensland,South Eastern Queensland,forest,non-forest,not protected,Felis catus,1
2021,Queensland,South Eastern Queensland,non-forest,forest,not protected,Felis catus,3
2021,Queensland,South Eastern Queensland,non-forest,non-forest,not protected,Felis catus,6
2021,Queensland,Wet Tropics,forest,forest,not protected,Felis catus,1
2021,South Australia,Central Ranges,non-forest,non-forest,not protected,Felis catus,1
2021,South Australia,Eyre Yorke Block,non-forest,non-forest,not protected,Felis catus,1
2021,South Australia,Flinders Lofty Block,forest,forest,PA,Felis catus,1
2021,South Australia,Flinders Lofty Block,non-forest,non-forest,PA,Felis catus,1
2021,South Australia,Flinders Lofty Block,non-forest,non-forest,not protected,Felis catus,2
2021,South Australia,Gawler,non-forest,non-forest,not protected,Felis catus,3
2021,South Australia,Great Victoria Desert,non-forest,non-forest,PA,Felis catus,1
2021,South Australia,Kanmantoo,forest,non-forest,PA,Felis catus,1
2021,South Australia,Kanmantoo,non-forest,non-forest,not protected,Felis catus,2
2021,South Australia,Naracoorte Coastal Plain,non-forest,non-forest,not protected,Felis catus,2
2021,South Australia,Stony Plains,non-forest,non-forest,not protected,Felis catus,2
